,title,author,publisher,category,language,score,ebookPrice,audiobookPrice,paperPrice,popularity
1104,Więcej czerwieni,Katarzyna Puzyńska,Prószyński i S-ka,Kryminał,Lipowo,"4,4","28,80","29,90","36,00",39
1105,Dr Orłowski prowadzi śledztwo,Zygmunt Zeydler-Zborowski,LTW,Kryminał,polski,"0,0",,,"22,00",
1106,Rajskie ptaki,Marta Zaborowska,Czarna Owca,Kryminał,Julia Krawiec,"3,7","34,99",,"39,99",
1107,Ponad wszelką wątpliwość,Malin Persson-Giolito,Czarna Owca,Kryminał,polski,"3,2","34,99",,"39,99",
1108,Park Marconiego,Åke Edwardson,Czarna Owca,Kryminał,polski,"0,0",,,"24,99",
1109,Kiedy zapadła cisza,Ball Jesse,Dom Wydawniczy PWN,Kryminał,polski,"0,0",,,"34,90",
1110,Jaskiniowiec Tom 9 O komisarzu Williamie Wistingu,Horst Jorn Lier,Smak Słowa,Kryminał,polski,"0,0",,,"39,90",
1111,"Lekarz, który wiedział za dużo / Wszystkie drogi prowadzą do Mekki / Luther Odcinek zero",Christer Mjåset,Smak Słowa,Kryminał,polski,"0,0",,,"99,90",
1112,Władca liczb,Marek Krajewski,Znak,Kryminał,polski,"0,0",,,"32,90",
1113,Festung Breslau,Marek Krajewski,Znak,Kryminał,polski,"0,0",,,"39,90",
1114,Jedwabnik,Robert Galbraith,Wydawnictwo Dolnośląskie,Kryminał,Cormoran Strike,"4,2","31,90","34,90","39,90",21
1115,Spotkanie w Bagdadzie,Agata Christie,Wydawnictwo Dolnośląskie,Kryminał,polski,"4,4","16,99",,"24,90",
1116,Tragedia w trzech aktach,Agata Christie,Wydawnictwo Dolnośląskie,Kryminał,A Hercule Poirot Mystery,"4,6","16,99",,"24,90",
1117,Caffe criminale,Austin Terri,Dom Wydawniczy PWN,Kryminał,polski,"0,0",,,"34,90",
1118,Zagadki przeszłości,Kate Atkinson,Czarna Owca,Kryminał,Jackson Brodie,"3,9","29,99",,"34,99",
1119,Zaginiony manuskrypt,Brown Chris,Astrum,Kryminał,polski,"0,0",,,"29,00",
1120,Lalki,James Carol,Dom Wydawniczy PWN,Kryminał,polski,"0,0",,,"39,90",
1121,Szajka Zgrozy Tom 4,Edgar Wallace,Ciekawe Miejsca,Kryminał,polski,"0,0",,,"33,20",
1122,Porażka Maigreta,Simenon Georges,C&T,Kryminał,polski,"0,0",,,"19,01",
1123,Syn,Jo Nesbo,Wydawnictwo Dolnośląskie,Kryminał,polski,"4,4","27,92",,"34,90",22
1124,Tajemnica Wawrzynów,Agata Christie,Dolnośląskie,Kryminał,polski,"0,0",,,"24,90",
1125,Kto sieje wiatr,Nele Neuhaus,Media Rodzina,Kryminał,Oliver von Bodenstein i Pia Kirchhoff,"4,1","34,00",,"39,90",
1126,Wybawienie,Jussi Adler-Olsen,Sonia Draga,"Sensacja, thriller, horror",Departament Q,"4,4","32,50","31,00","39,00",
1127,To tylko dziecko,Malin Persson-Giolito,Czarna Owca,Kryminał,polski,"2,8","31,99",,"36,99",
1128,Pochłaniacz,Katarzyna Bonda,Muza,Kryminał,polski,"0,0",,,"39,99",
1129,Pusty dom Sherocka,Wojciech Chmielarz,Rea,Kryminał,polski,"0,0",,,"19,90",
1130,Po nitce do kłębka,Donna Leon,Wydawnictwo Literackie/Oficyna Literacka Noir sur Blanc,Kryminał,Komisarz Brunetti,"4,3","22,00",,"29,00",
1131,Bractwo Wielkiej Żaby,Edgar Wallace,Ciekawe Miejsca,Kryminał,polski,"0,0",,,"42,60",
1132,Hotel Bertram,Agata Christie,Dolnośląskie,Kryminał,polski,"0,0",,,"24,90",
1133,Tajemnica trzech dębów,Edgar Wallace,LTW,Kryminał,polski,"0,0",,,"21,80",
1134,Motylek,Katarzyna Puzyńska,Prószyński i S-ka,Kryminał,Lipowo,"4,3","28,80","29,90","36,00",58
1135,Morderstwo w Orient Expressie,Agata Christie,Wydawnictwo Dolnośląskie,Kryminał,polski,"4,5","16,99",,"24,90",14
1136,Skrzydlata trumna,Marcin Wroński,W.A.B.,Kryminał,polski,"0,0",,,"36,90",
1137,Poza zasięgiem,Hank Steinberg,Akurat,Kryminał,polski,"0,0",,,"39,99",
1138,Podróż w nieznane,Agata Christie,Dolnośląskie,Kryminał,polski,"0,0",,,"24,90",
1139,Czarny wielbłąd,Biggers Earl Derr,LTW,Kryminał,polski,"0,0",,,"25,44",
1140,Świadek,Lars Kepler,Wydawnictwo Czarne,Kryminał,Joona Linna,"4,5","27,90",,"39,90",
1141,Policja,Jo Nesbo,Wydawnictwo Dolnośląskie,Kryminał,Harry Hole,"4,6","27,92","32,00","34,90",27
1142,Dramat na polowaniu,Antoni Czechow,Zysk i S-ka,Kryminał,polski,"3,8","32,00",,"39,90",
1143,Czarne tango,Lena Oskarsson,Czarna Owca,Kryminał,polski,"3,3","24,90",,"29,90",
1144,Śpiewający żółw,Zygmunt Zeydler-Zborowski,LTW,Kryminał,polski,"0,0",,,"22,00",
1145,W otchłani mroku,Marek Krajewski,Znak,Kryminał,polski,"0,0",,,"32,90",
1146,Ludzie za ścianą,Ani Friedrich,Czarne,Kryminał,polski,"0,0",,,"34,90",
1147,Widma w mieście Breslau,Marek Krajewski,Znak,Kryminał,polski,"0,0",,,"32,90",
1148,Zło czai się wszędzie,Agata Christie,Dolnośląskie,Kryminał,polski,"0,0",,,"24,90",
1149,Vera Ukryta głębia,Ann Cleeves,Amber,Kryminał,polski,"0,0",,,"37,80",
1150,Zakończeniem jest śmierć,Agata Christie,Dolnośląskie,Kryminał,polski,"0,0",,,"14,99",
1151,Tajemniczy pan Quin,Agata Christie,Dolnośląskie,Kryminał,polski,"0,0",,,"14,99",
1152,Głębokie rany,Nele Neuhaus,Media Rodzina,Kryminał,Oliver von Bodenstein i Pia Kirchhoff,"4,4","34,00","34,00","39,90",
1153,Morderstwo w Mezopotamii,Agata Christie,Wydawnictwo Dolnośląskie,Kryminał,A Hercule Poirot Mystery,"4,5","16,99",,"24,90",
1154,Spotkanie w Montevideo,Zygmunt Zeydler-Zborowski,LTW,Kryminał,polski,"0,0",,,"22,20",
1155,Luther,Neil Cross,Smak Słowa,Kryminał,polski,"0,0",,,"39,90",
1156,Śnieżka musi umrzeć,Nele Neuhaus,Media Rodzina,Kryminał,Oliver von Bodenstein i Pia Kirchhoff,"4,6","34,00","34,00","39,90",
1157,Mężczyzna w brązowym garniturze,Agata Christie,Wydawnictwo Dolnośląskie,Kryminał,polski,"4,4","16,99",,"24,90",
1158,Tajemniczy przeciwnik,Agata Christie,Wydawnictwo Dolnośląskie,Kryminał,Tommy i Tuppence,"4,5","16,99",,"24,90",
1159,Dopóki starczy światła,Agata Christie,Wydawnictwo Dolnośląskie,Kryminał,polski,"4,3","15,99",,"22,90",
1160,Pajęczyna,Agata Christie,Dolnośląskie,Kryminał,polski,"0,0",,,"22,90",
1161,Urlop Huberta Gardy,Korkozowicz Kazimierz,LTW,Kryminał,polski,"0,0",,,"22,20",
1162,Zabić zniknąć zapomnieć,Jacek Skowroński,Prószyński Media,Kryminał,polski,"0,0",,,"32,00",
1163,Niewierni,Vincent Severski,Czarna Owca,Kryminał,polski,"0,0",,,"49,90",
1164,W białej ciszy,Lohnig Inge,Initium,Kryminał,polski,"0,0",,,"38,90",
1165,Pięć małych świnek,Agata Christie,Dolnośląskie,Kryminał,polski,"0,0",,,"24,90",
1166,Jednooki Budda,Oppenheim Phillips E.,Xeein,Kryminał,polski,"0,0",,,"34,00",
1167,Piąta pora roku,Mons Kallentoft,Rebis,Kryminał,polski,"0,0",,,"39,90",
1168,Trylogia nowojorska,Paul Auster,Znak,Kryminał,polski,"0,0",,,"37,90",
1169,Kabała,Zygmunt Zeydler-Zborowski,LTW,Kryminał,polski,"0,0",,,"20,20",
1170,Frost i zabójcza oferta,Wingfield R.D.,C&T,Kryminał,polski,"0,0",,,"32,00",
1171,Rzeki Hadesu,Marek Krajewski,Znak,Kryminał,polski,"0,0",,,"32,90",
1172,Morderstwo odbędzie się,Agata Christie,Dolnośląskie,Kryminał,polski,"0,0",,,"24,90",
1173,Koniec nocy,Davanzo Franco,Św. Stanisława BM,Kryminał,polski,"0,0",,,"29,90",
1174,Serce tak białe,Javier Marias,Sonia Draga,Kryminał,polski,"0,0",,,"37,00",
1175,Zagadki Sherlocka Holmesa,Doyle Arthur Conan,Rytm,Kryminał,polski,"0,0",,,"24,99",
1176,Nemezis,Agata Christie,Dolnośląskie,Kryminał,polski,"0,0",,,"24,90",
1177,Dwanaście prac Herkulesa,Agata Christie,Dolnośląskie,Kryminał,polski,"0,0",,,"24,90",
1178,Mężczyzna o twarzy mordercy,Ronka Matti,Czarne,Kryminał,polski,"0,0",,,"31,90",
1179,Hipnotyzer,Lars Kepler,Dolnośląskie,Kryminał,polski,"0,0",,,"34,90",
1180,Maigret i sobotni klient,Simenon Georges,C&T,Kryminał,polski,"0,0",,,"19,00",
1181,Ripley pod wodą,Highsmith Patricia,Noir Sur Blanc,Kryminał,polski,"0,0",,,"36,00",
1182,Trzecia Rzesza,Bolano Roberto,Muza,Kryminał,polski,"0,0",,,"34,99",
1183,Nielegalni,Vincent V. Severski,Czarna Owca,Kryminał,Nielegalni,"4,8","24,99",,"29,99",19
1184,Łowcy głów,Jo Nesbo,Wydawnictwo Dolnośląskie,Kryminał,polski,"4,2","23,92","27,00","29,90",
1185,Pierwszy śnieg,Jo Nesbo,Wydawnictwo Dolnośląskie,Kryminał,Harry Hole,"4,4","27,92","32,00","34,90",37
1186,Więzienie,Simenon Georges,C&T,Kryminał,polski,"0,0",,,"20,00",
1187,Dobry brat zły brat,Ronka Matti,Czarne,Kryminał,polski,"0,0",,,"32,50",
1188,Studium w szkarłacie,Doyle Arthur Conan,Dragon,Kryminał,polski,"0,0",,,"19,90",
1189,Rosemary znaczy pamięć,Agata Christie,Dolnośląskie,Kryminał,polski,"0,0",,,"24,90",
1190,Pora przypływu,Agata Christie,Dolnośląskie,Kryminał,polski,"0,0",,,"24,90",
1191,Angielskie lato,CHANDLER RAYMOND,C&T,Kryminał,polski,"0,0",,,"25,00",
1192,Liczby Charona,Marek Krajewski,Znak,Kryminał,polski,"0,0",,,"32,90",
1193,"Dziewczyna, która igrała z ogniem",Stieg Larsson,Czarna Owca,Kryminał,polski,"0,0",,,"44,90",
1194,"Mężczyźni, którzy nienawidzą kobiet",Stieg Larsson,Czarna Owca,Kryminał,polski,"0,0",,,"39,90",
1195,"Zamek z piasku, który runął",Stieg Larsson,Czarna Owca,Kryminał,polski,"0,0",,,"49,90",
1196,Tajemniczy pamiętnik,Zygmunt Zeydler-Zborowski,Wydawnictwo LTW,Kryminał,polski,"3,0","16,90",,"21,80",
1197,4.50 z Paddington,Agata Christie,Dolnośląskie,Kryminał,polski,"0,0",,,"24,90",
1198,W naszym domu,Jodi Picoult,Prószyński i S-ka,Obyczajowe i romanse,Kolekcja Jodi Picoult,"4,3",,"34,90","34,90",
1199,Miejskie historie,Dashiell Hammett,C&T,Kryminał,polski,"0,0",,,"29,00",
1200,Morderca,Simenon Georges,C&T,Kryminał,polski,"0,0",,,"19,00",
1201,Zamach na Muzeum Hansa Klossa,Dariusz Rekosz,Bernardinum,Kryminał,polski,"0,0","27,90","18,74","24,90",
1202,Pancerne serce,Jo Nesbo,Wydawnictwo Dolnośląskie,Kryminał,Harry Hole,"4,5","31,92","32,00","39,90",25
1203,Zimne serca,Staalesen Gunnar,Słowo/obraz/terytoria,Kryminał,polski,"0,0",,,"35,70",
1204,Pentagram,Jo Nesbo,Wydawnictwo Dolnośląskie,Kryminał,Harry Hole,"4,5","27,92","32,00","34,90",18
1205,Maigret w pensjonacie,Simenon Georges,C&T,Kryminał,polski,"0,0",,,"19,00",
1206,Trzeci klucz,Jo Nesbo,Wydawnictwo Dolnośląskie,Kryminał,Harry Hole,"4,4","27,92","32,00","14,99",14
1207,I nie było już nikogo,Agata Christie,Wydawnictwo Dolnośląskie,Kryminał,polski,"4,4","16,99","19,90","24,90",24
1208,Czarne alibi,Woolrich Cornell,C&T,Kryminał,polski,"0,0",,,"25,00",
1209,Śmierć w Breslau,Marek Krajewski,Znak,Kryminał,Eberhard Mock,"4,0","27,90",,"32,90",21
1210,Śmierć na Manhattanie,Jeffery Deaver,C&T,Kryminał,polski,"0,0",,,"25,00",
1211,Przystań Eskulapa,Edmund Niziurski,LTW,Kryminał,polski,"0,0",,,"24,99",
1212,Pięć manekinów,Edmund Niziurski,LTW,Kryminał,polski,"0,0",,,"25,50",
1213,Mętne szkło,Donna Leon,Noir Sur Blanc,Kryminał,polski,"0,0",,,"26,00",
1214,Trzy pokoje na Manhattanie,Simenon Georges,C&T,Kryminał,polski,"0,0",,,"19,00",
1215,Striptiz,Simenon Georges,C&T,Kryminał,polski,"0,0",,,"19,00",
1216,Dom bez klucza,Biggers Earl Derr,LTW,Kryminał,polski,"0,0",,,"24,99",
1217,Znak czterech,Doyle Arthur Conan,Dragon,Kryminał,polski,"0,0",,,"13,90",
1218,Piekielna dzielnica,Jeffery Deaver,C&T,Kryminał,polski,"0,0",,,"25,00",
1219,Maigret i pan Charles,Simenon Georges,C&T,Kryminał,polski,"0,0",,,"19,00",
1220,Głowa minotaura,Marek Krajewski,Znak,Kryminał,polski,"0,0",,,"14,99",
1221,Kolor słońca,Andrea Camilleri,Noir Sur Blanc,Kryminał,polski,"0,0",,,"23,00",
1222,Życie w dobrobycie,Mozolewski Kazimierz,LTW,Kryminał,polski,"0,0",,,"28,60",
1223,Wernisaż,Zygmunt Zeydler-Zborowski,LTW,Kryminał,polski,"0,0",,,"23,20",
1224,Szlafrok barona Boysta,Zygmunt Zeydler-Zborowski,LTW,Kryminał,polski,"0,0",,,"23,60",
1225,Maigret i sąd przysięgłych,Simenon Georges,C&T,Kryminał,polski,"0,0",,,"18,00",
1226,Noc na rozdrożu,Simenon Georges,C&T,Kryminał,polski,"0,0",,,"18,20",
1227,Statek pełen ryżu,Alicia Giménez-Bartlett,Noir Sur Blanc,Kryminał,polski,"0,0",,,"36,00",
1228,Szantażyści nie strzelają,CHANDLER RAYMOND,C&T,Kryminał,polski,"0,0",,,"25,00",
1229,Kłopoty to moja specjalność,CHANDLER RAYMOND,C&T,Kryminał,polski,"0,0",,,"25,00",
1230,Smuga grozy,Kostecki Tadeusz,LTW,Kryminał,polski,"0,0",,,"28,60",
1231,Wysokie okno,CHANDLER RAYMOND,C&T,Kryminał,polski,"0,0",,,"19,90",
1232,Tajemnica jeziora,CHANDLER RAYMOND,C&T,Kryminał,polski,"0,0",,,"21,90",
1233,Lekcja jej śmierci,Jeffery Deaver,C&T,Kryminał,polski,"0,0",,,"27,00",
1234,Kto pyta ten umiera,Webb Colin,CB,Kryminał,polski,"0,0",,,"28,05",
1235,Biała Gorączka,James Ellroy,Sonia Draga,Kryminał,L.A. Quartet,"4,5","32,50",,"27,00",
1236,Pogromca lwów,Camilla Läckberg,Czarna Owca,Kryminał,polski,"0,0",,,"34,99",
1237,Relikwiarz Elżbieta,Elżbieta Bielawska,Lira Publishing Sp. z o.o.,Kryminał,polski,"0,0",,,"44,99",
1238,Cienie,Wojciech Chmielarz,Marginesy,Kryminał,Jakub Mortka,"4,5","31,90",,,87
1239,Nieodgadniona,Remigiusz Mróz,Filia,Kryminał,Damian Werner,"4,1","29,90","39,90",,68
1240,Vestmanna Tom 1-3,Remigiusz Mróz,Dolnośląskie,Kryminał,polski,"0,0",,,,
1241,Inspektor Andreas i praskie dossier,Browne Marshall,Akapit Press,Kryminał,polski,"0,0",,,,
1242,Czarne morze,Karolina Macios,Wielka Litera,"Sensacja, thriller, horror",polski,"4,0","29,90","29,90",,107
1243,Handlarz obazów,Leszek Mierzejewski,Psychoskok,Kryminał,polski,"0,0",,,,
1244,Bordertown Lalkarz,M. Ilves J.,Marginesy,Kryminał,polski,"0,0",,,,
1245,Nie odpisuj / Nie patrz,Marcel Moss,Filia,Kryminał,polski,"0,0",,,,
1246,Monteperdido,Martínez Agustín,Literackie,Kryminał,polski,"0,0",,,,
1247,Sherlock Holmes Tom 1-3,Doyle Arthur Conan,Zysk i S-ka,Kryminał,polski,"0,0",,,,
1248,Bardzo zimna wiosna Tom 1,Katarzyna Tubylewicz,W.A.B.,Kryminał,polski,"0,0",,,,
1249,Doggerland Podstęp Tom 1,Adolfsson Maria,W.A.B.,Kryminał,polski,"0,0",,,,
1250,Farma pereł,Liza Marklund,Czarna Owca,Kryminał,polski,"0,0",,,,
1251,Złe miejsce,Minka Kent,Filia,Kryminał,polski,"0,0",,,,
1252,Wołanie grobu,Simon Beckett,Czarna Owca,Kryminał,polski,"0,0",,,,
1253,Fikcja,Bies Sylwia,Vectra,Kryminał,polski,"0,0",,,,
1254,Bebok,Reich Aldona,Vectra,Kryminał,polski,"0,0",,,,
1255,Black Pill,Pascal Engman,Amber,Kryminał,polski,"0,0",,,,
1256,Pokutnicy,Bartosz Dudek,Novae Res,Kryminał,polski,"3,0","25,00",,,
1257,Himalaistka,Wojciech Wójcik,Zysk i S-ka,Kryminał,polski,"0,0",,,,
1258,Intruz,Marek Stelar,Filia,Kryminał,polski,"4,4","32,90",,,127
1259,Kolekcjonerka zbrodni,Zuzanna Pol,Bellona,"Literatura faktu, reportaże, biografie",polski,"3,4","38,00",,,58
1260,"Przejdź przez wodę, krocz przez ogień",Christian Unge,Wielka Litera,"Sensacja, thriller, horror",polski,"3,5","32,90",,,29
1261,Gwiazda szeryfa,Borowiec Aleksandra,Zysk i S-ka,Kryminał,polski,"4,7","36,00",,,36
1262,Władcy czasu,Eva Garcia Saenz de Urturi,Muza,Kryminał,polski,"0,0",,,,
1263,Przełęcz Diatłowa,Anna Matwiejewa,MOVA,Kryminał,polski,"0,0",,,,
1264,Skowyt nocy,Krzysztof A. Zajas,Marginesy,Kryminał,Trylogia pomorska,"4,3","31,91",,,13
1265,Miłość ci nic nie wybaczy,Alek Rogoziński,Edipresse Książki,Kryminał,polski,"4,0","27,90","33,90",,63
1266,Dług krwi,Grzegorz Gołębiowski,Novae Res,Kryminał,polski,"0,0",,,,
1267,Pętla,Grzegorz Majewski,Genius Creations,"Sensacja, thriller, horror",polski,"4,3","29,99",,,
1268,Prowadź swój pług przez kości umarłych,Olga Tokarczuk,Wydawnictwo Literackie/Oficyna Literacka Noir sur Blanc,Kryminał,polski,"4,4","24,90","29,90","36,90",125
1269,Listy zza grobu,Remigiusz Mróz,Filia,Kryminał,Seweryn Zaorski,"4,2","29,90","39,90","39,90",155
1270,Śmierć i ryzyko,J. D. Robb,Edipresse Książki,Kryminał,polski,"4,2","27,90",,,25
1271,Daltonista,Durka Leon,Wydawnictwo e-bookowo,"Sensacja, thriller, horror",polski,"0,0","12,00",,,
1272,Camilla Lackberg Tom 5-8 Niemiecki bękart / Syrenka / Latarnik / Fabrykantka aniołków,Camilla Läckberg,Czarna Owca,Kryminał,polski,"0,0",,,,
1273,Camilla Lackberg Tom 1-4 Księżniczka z lodu / Kaznodzieja / Kamieniarz / Ofiara losu,Camilla Läckberg,Czarna Owca,Kryminał,polski,"0,0",,,,
1274,Ucieczki Jakuba Krafta,Adam Regiewicz,Novae Res,Kryminał,polski,"0,0",,,,
1275,Gdański smak whiskey,Bartłomiej Ludwisiak,Novae Res,Kryminał,polski,"3,3","27,00",,,
1276,Opowieść o duchach Akta Dresdena,Jim Butcher,Mag,Kryminał,polski,"0,0",,,,
1277,Cicha noc Świąteczne zbrodnie,zbiorowa praca,Zysk i S-ka,Kryminał,polski,"0,0",,,,
1278,Pakiet: Żona mordercy / Mój ojciec jest mordercą / Polowanie na mordercę,Cain Rachel,Filia,Kryminał,polski,"0,0",,,,
1279,Wściekła skóra,Agnieszka Miklis,Videograf,"Sensacja, thriller, horror",polski,"3,9","21,25","23,86",,
1280,Maska Mefisto,Małgorzata Wachowicz,Melanż,Kryminał,polski,"0,0",,,,
1281,Pakiet: Grzech / Ofiara / Pokuta / Trauma / Klątwa,Max Czornyj,Filia,Kryminał,polski,"0,0",,,,
1282,Nasze małe kłamstwa / Mordercja jest wśród nas,Sue Watson,Filia,Kryminał,polski,"0,0",,,,
1283,Behawiorysta / Iluzjonista,Remigiusz Mróz,Filia,Kryminał,polski,"0,0",,,,
1284,Wieża milczenia,Remigiusz Mróz,Wydawnictwo Dragon,Kryminał,polski,"4,0","19,99",,,17
1285,Bez litości i przebaczenia,Mariusz Leszczyński,Novae Res,Kryminał,polski,"3,6","32,00",,,
1286,Zimne nóżki nieboszczyka,Agnieszka Pruska,Oficynka,Kryminał,Alicja i Julia,"4,5","35,00",,,15
1287,Zombie Fest,Dusza Dariusz,Helion,Kryminał,polski,"0,0",,,,
1288,Amber-gold,Krzysztof Beśka,Oficynka,Kryminał,polski,"5,0","45,00",,,21
1289,Nietykalny,Marek Stelar,Filia,Kryminał,Suder,"4,4","29,90",,"39,90",13
1290,Nigdy nie wygrasz,Karolina Wójciak,Wydawnictwo NieZwykłe,Kryminał,polski,"3,7","29,52",,,
1291,Morderstwo to nie wypadek,Gaghart Ann H.,Dreams,Kryminał,polski,"0,0",,,,
1292,Długie cienie,Maciera Kasia,Melanż,Kryminał,polski,"0,0",,,,
1293,Wkręceni,Steve Cavanagh,Wydawnictwo Albatros,Kryminał,polski,"4,3","34,00",,,28
1294,Złoczyńcy w uzdrowisku 3,Wojciech Chmielarz,Oficynka,Kryminał,polski,"0,0",,,,
1295,Sen winowajcy,Gustaw Strukowski,Novae Res,Kryminał,polski,"3,3","22,00",,,
1296,Miasteczko Anterrey Znamię,Daniel Radziejewski,Novae Res,Kryminał,polski,"0,0",,,,
1297,Idealne życie / Perfekcyjne kłamstwo,Minka Kent,Filia,Kryminał,polski,"0,0",,,,
1298,Czerwona nitka,Zygmunt Zeydler-Zborowski,LTW,Kryminał,polski,"0,0",,,,
1299,Kosztowna miłość,Ramona Fransson,Świat Książki,Kryminał,polski,"3,5","31,50",,,
1300,Opowiedz mi o nim,Carin Gerhardsen,Otwarte,Kryminał,polski,"0,0",,,,
1301,Wszystko do nas wraca,Arkadiusz Lawrenc,Novae Res,Kryminał,polski,"2,6","27,00",,,
1302,Twardy zawodnik,Marek Stelar,Videograf,Kryminał,Krugły i Michalczyk,"4,5","21,25","21,29",,21
1303,Układ,Igor Brejdygant,W.A.B.,Kryminał,polski,"0,0",,,,
1304,Opiekunka,Sheryl Browne,W.A.B.,Kryminał,polski,"0,0",,,,
1305,Cztery pory śmierci,Olga Warykowska,Wydawnictwo e-bookowo,Kryminał,polski,"3,1","10,25",,,
1306,Zabij ich wszystkich,Robert Ostaszewski,Świat Książki,Kryminał,polski,"3,7","22,69",,,
1307,Dziesiąta aleja,Mario Puzo,Wydawnictwo Albatros,Kryminał,polski,"3,6","31,90",,,
1308,Podejrzany na wieki wieków,Jacek Getner,Wydawnictwo Zakładka,Kryminał,polski,"5,0","16,28",,,
1309,Krypta Hindenburga,Krzysztof Beśka,Oficynka,Kryminał,polski,"0,0",,,,
1310,Morderstwo po północy,Fellowes Jessica,HarperCollins Polska,Kryminał,polski,"0,0",,,,
1311,Pakiet Grzech Ofiara Pokuta Trauma,Max Czornyj,Filia,Kryminał,polski,"0,0",,,,
1312,Około północy,Mariusz Czubaj,W.A.B.,Kryminał,polski,"0,0",,,,
1313,Śliska sprawa,Volker Kutscher,W.A.B.,Kryminał,polski,"0,0",,,,
1314,Kółko się pani urwało,Jacek Galiński,W.A.B.,Kryminał,polski,"0,0",,,,
1315,Powiększenie,Andrew Mayne,W.A.B.,Kryminał,polski,"0,0",,,,
1316,Niebezpieczna gra,Emilia Wituszyńska,Wydawnictwo Kobiece,Kryminał,Weronika Kardasz,"4,3","26,90","29,90",,229
1317,Dzieło przypadku,Jeffrey Archer,Rebis,Kryminał,polski,"5,0","33,90",,,
1318,Umiera się tylko raz,Robert Dugoni,Wydawnictwo Albatros,"Sensacja, thriller, horror",Tracy Crosswhite,"4,3","31,50",,,
1319,Zabrakło czwartego do brydża,Zygmunt Zeydler-Zborowski,LTW,Kryminał,polski,"0,0",,,,
1320,Kardynalny błąd / Za dużo kobiet,Zygmunt Zeydler-Zborowski,LTW,Kryminał,polski,"0,0",,,,
1321,Czwarty klucz,Zygmunt Zeydler-Zborowski,LTW,Kryminał,polski,"0,0",,,,
1322,Historie z dreszczykiem Przygody Jessiki Bannister Tom 2,Farell Janet,Edipresse Polska,Kryminał,polski,"0,0",,,,
1323,Pacjentka,Alex Michaelides,W.A.B.,Kryminał,polski,"0,0",,,,
1324,Kasacja po grecku,Petros Markaris,Noir Sur Blanc,Kryminał,polski,"0,0",,,,
1325,Dziewczyna z aniołem,Agnieszka Krawczyk,Sol,Kryminał,polski,"0,0",,,,
1326,Grób w górach,"Hjorth Michael, Rosenfeldt Hans",Czarna Owca,Kryminał,polski,"0,0",,,,
1327,Najokrutniejszy miesiąc,Louise Penny,Poradnia K,Kryminał,Inspektor Armand Gamache,"4,5","34,99",,,
1328,Okrutne pragnienie,Araminta Hall,W.A.B.,Kryminał,polski,"0,0",,,,
1329,Kod 93,Olivier Norek,Wydawnictwo WAM,Kryminał,polski,"3,7","27,25",,,
1330,Sprawa Salzmanna,Kassner Monika,Silesia Progress,Kryminał,polski,"0,0",,,,
1331,Czerwone Gardło,Jo Nesbo,Wydawnictwo Dolnośląskie,Kryminał,Harry Hole,"4,4","27,92","32,00",,30
1332,Milcząca ofiara,Caroline Mitchell,Zysk i S-ka,"Sensacja, thriller, horror",polski,"3,9","31,00",,,
1333,Sprint,"Kuzio Piotr, Majchrzak Marcin, Suder Grzegorz",Zysk i S-ka,Kryminał,polski,"0,0",,,,
1334,Nieodnaleziona / Nieodgadniona,Remigiusz Mróz,Filia,Kryminał,polski,"0,0",,,,
1335,Żeglarz,Agnieszka Pruska,Oficynka,Kryminał,polski,"0,0",,,,
1336,Teufel,Izabela Żukowska,Oficynka,Kryminał,polski,"0,0",,,,
1337,Teraz,Aleksander Wierny,Oficynka,Kryminał,polski,"0,0",,,,
1338,Pruska zagadka,Piotr Schmandt,Oficynka,Kryminał,polski,"0,0","35,00",,,
1339,Postrzelony,Alfred Siatecki,Oficynka,Kryminał,polski,"0,0",,,,
1340,Ostre cięcie,Collins Max Allan,Oficynka,Kryminał,polski,"0,0",,,,
1341,Ornat z krwi,Krzysztof Beśka,Oficynka,Kryminał,polski,"1,0","40,00",,,
1342,Stróż krokodyla,Katrine Engberg,Zysk i S-ka,Kryminał,polski,"3,6","30,00",,,
1343,Odium,Katarzyna Grzegrzółka,Zysk i S-ka,Kryminał,polski,"3,5","30,00",,,
1344,Niewidzialne kolegium,Fabrizio Battistelli,Oficynka,Kryminał,polski,"1,0","29,90",,,
1345,Hobbysta,Agnieszka Pruska,Oficynka,Kryminał,polski,"0,0",,,,
1346,Fotografia,Piotr Schmandt,Oficynka,Kryminał,polski,"0,0",,,,
1347,Fabryka pokory,Piotr Schmandt,Oficynka,Kryminał,polski,"0,0",,,,
1348,Detektyw Murdoch Biedny Tom już wystygł,Jennings Maureen,Oficynka,Kryminał,polski,"0,0",,,,
1349,Pod gwiazdami Smoka Detektyw Murdoch,Jennings Maureen,Oficynka,Kryminał,polski,"0,0",,,,
1350,Kruk,Katarzyna Mieszczanin,Novae Res,Kryminał,polski,"3,3","22,00",,,
1351,Morderstwo w Miłowie,Alicja Minicka,Oficynka,Kryminał,polski,"4,0","25,00",,,
1352,Niebyt i inne historie kryminalne,Wojciech Chmielarz,Oficynka,Kryminał,polski,"0,0",,,,
1353,Pan Przypadek i kryminaliści,Jacek Getner,Wydawnictwo Zakładka,Kryminał,Pan Przypadek i...,"4,0","16,22",,,
1354,Gdzie jest Prezydent,"Clinton Bill, Patterson James",Znak,Kryminał,polski,"0,0",,,,
